1,1,208.82,251.81,92.98000000000002,38.76999999999998,1,1,1.0
1,2,121.83,335.26,132.54000000000002,56.75,1,1,1.0
1,3,735.08,267.14,70.09999999999991,37.900000000000034,1,1,1.0
2,1,208.83,251.87,92.97999999999999,38.77999999999997,1,1,1.0
2,2,98.22,338.95,133.93,58.00999999999999,1,1,1.0
2,3,720.63,268.99,71.64999999999998,38.64999999999998,1,1,1.0
3,1,208.84,251.94,92.97999999999999,38.78000000000003,1,1,1.0
3,2,74.6,342.63,135.34,59.28000000000003,1,1,1.0
3,3,706.19,270.83,73.18999999999994,39.410000000000025,1,1,1.0
4,1,208.85,252.01,92.97999999999999,38.78000000000003,1,1,1.0
4,2,48.3,346.31,139.42000000000002,60.55000000000001,1,1,1.0
4,3,691.74,272.68,74.75,40.15999999999997,1,1,1.0
5,1,208.86,252.08,92.97999999999996,38.78,1,1,1.0
5,2,23.3,349.99,142.20999999999998,61.81,1,1,1.0
5,3,677.29,274.53,76.30000000000007,40.900000000000034,1,1,1.0
6,1,208.87,252.15,92.98000000000002,38.78,1,1,1.0
6,2,0.0,353.67,143.29,63.079999999999984,1,1,1.0
6,3,662.85,276.38,77.84000000000003,41.64999999999998,1,1,1.0
7,1,208.88,252.22,92.98000000000002,38.78,1,1,1.0
7,2,0.0,357.35,121.07,64.34999999999997,1,1,1.0
7,3,648.4,278.22,79.38999999999999,42.40999999999997,1,1,1.0
8,1,208.89,252.29,92.98000000000002,38.78,1,1,1.0
8,2,0.0,361.22,97.08,61.17999999999995,1,1,1.0
8,3,633.96,280.07,80.92999999999995,43.160000000000025,1,1,1.0
9,1,208.9,252.36,92.97999999999999,38.77999999999997,1,1,1.0
9,2,0.0,365.1,73.09,58.0,1,1,1.0
9,3,619.51,281.92,82.48000000000002,43.90999999999997,1,1,1.0
10,1,208.91,252.43,92.97999999999999,38.76999999999998,1,1,1.0
10,2,0.0,368.97,49.09,54.829999999999984,1,1,1.0
10,3,605.06,283.77,84.04000000000008,44.660000000000025,1,1,1.0
11,1,208.92,252.5,92.97999999999999,38.76999999999998,1,1,1.0
11,3,589.05,286.18,84.75999999999999,44.93000000000001,1,1,1.0
12,1,208.93,252.57,92.98000000000002,38.76999999999998,1,1,1.0
12,3,573.04,288.6,85.48000000000002,45.17999999999995,1,1,1.0
13,1,208.94,252.63,92.98000000000002,38.78000000000003,1,1,1.0
13,3,557.03,291.01,86.20000000000005,45.44999999999999,1,1,1.0
14,1,208.95,252.7,92.98000000000002,38.78000000000003,1,1,1.0
14,3,541.02,293.43,86.92000000000007,45.70999999999998,1,1,1.0
15,1,208.96,252.77,92.97999999999999,38.78,1,1,1.0
15,3,525.01,295.84,87.64999999999998,45.98000000000002,1,1,1.0
16,1,208.97,252.84,92.97999999999999,38.78,1,1,1.0
16,3,509.0,298.26,88.37,46.24000000000001,1,1,1.0
17,1,208.98,252.91,92.97999999999999,38.78,1,1,1.0
17,3,491.46,300.67,90.62000000000006,47.40999999999997,1,1,1.0
18,1,208.99,252.98,92.98000000000002,38.78,1,1,1.0
18,3,473.91,303.09,92.87999999999994,48.58000000000004,1,1,1.0
19,1,209.0,253.05,92.98000000000002,38.77999999999997,1,1,1.0
19,3,456.37,305.5,95.13999999999999,49.75,1,1,1.0
20,1,209.01,253.12,92.98000000000002,38.77999999999997,1,1,1.0
20,3,438.83,307.92,97.39000000000004,50.91999999999996,1,1,1.0
21,1,209.02,253.19,92.97999999999999,38.76999999999998,1,1,1.0
21,3,421.29,310.33,99.63999999999993,52.09000000000003,1,1,1.0
22,1,209.03,253.26,92.97999999999999,38.76999999999998,1,1,1.0
22,3,403.74,312.75,101.89999999999998,53.25999999999999,1,1,1.0
23,1,209.04,253.32,92.97999999999999,38.78000000000003,1,1,1.0
23,3,386.2,315.17,104.15000000000003,54.41999999999996,1,1,1.0
24,1,209.05,253.39,92.97999999999996,38.78000000000003,1,1,1.0
24,3,367.2,318.15,105.69999999999999,55.18000000000001,1,1,1.0
25,1,209.06,253.46,92.98000000000002,38.78,1,1,1.0
25,3,348.2,321.13,107.25,55.93000000000001,1,1,1.0
26,1,209.07,253.53,92.98000000000002,38.78,1,1,1.0
26,3,329.2,324.12,108.80000000000001,56.68000000000001,1,1,1.0
27,1,209.08,253.6,92.97999999999999,38.78,1,1,1.0
27,3,308.73,327.92,111.62,57.599999999999966,1,1,1.0
28,1,209.09,253.67,92.97999999999999,38.78,1,1,1.0
28,3,288.25,331.72,114.44999999999999,58.51999999999998,1,1,1.0
29,1,209.1,253.74,92.97999999999999,38.77999999999997,1,1,1.0
29,3,264.97,335.6,117.75999999999999,59.620000000000005,1,1,1.0
30,1,209.11,253.81,92.97999999999996,38.77999999999997,1,1,1.0
30,3,241.7,339.49,121.05000000000001,60.70999999999998,1,1,1.0
31,1,209.12,253.88,92.98000000000002,38.78000000000003,1,1,1.0
31,3,218.42,343.37,124.35999999999999,61.81,1,1,1.0
32,1,209.13,253.95,92.98000000000002,38.77000000000004,1,1,1.0
32,3,195.15,347.26,127.65,62.910000000000025,1,1,1.0
33,1,209.14,254.02,92.98000000000002,38.77000000000001,1,1,1.0
33,3,171.87,351.14,130.95999999999998,64.00999999999999,1,1,1.0
34,1,209.15,254.08,92.97999999999999,38.78,1,1,1.0
34,3,148.59,355.03,134.26000000000002,65.10000000000002,1,1,1.0
35,1,209.16,254.15,92.97999999999999,38.78,1,1,1.0
35,3,125.32,358.91,137.56,66.19999999999999,1,1,1.0
36,1,209.17,254.22,92.97999999999999,38.78,1,1,1.0
36,3,102.04,362.8,140.86,67.28999999999996,1,1,1.0
37,1,209.18,254.29,92.98000000000002,38.78,1,1,1.0
37,3,74.29,366.98,145.76999999999998,69.88999999999999,1,1,1.0
38,1,209.19,254.36,92.98000000000002,38.77999999999997,1,1,1.0
38,3,46.55,371.16,150.66000000000003,72.48999999999995,1,1,1.0
39,1,209.2,254.43,92.98000000000002,38.77999999999997,1,1,1.0
39,3,18.8,375.33,155.57,75.09000000000003,1,1,1.0
