1,1,56.11,61.84,118.08999999999999,60.06999999999999,1,1,1.0
1,2,97.4,0.0,220.80999999999997,62.12,1,1,1.0
1,3,314.95,0.0,395.19,111.91,1,1,1.0
2,1,38.25,58.2,115.02000000000001,58.81999999999999,1,1,1.0
2,2,97.4,0.0,220.80999999999997,62.04,1,1,1.0
2,3,314.88,0.0,395.1,111.81,1,1,1.0
3,1,20.39,54.55,111.94000000000001,57.57000000000001,1,1,1.0
3,2,97.4,0.0,220.80999999999997,61.96,1,1,1.0
3,3,314.82,0.0,394.98999999999995,111.7,1,1,1.0
4,1,2.53,50.9,108.87,56.330000000000005,1,1,1.0
4,2,97.4,0.0,220.80999999999997,61.88,1,1,1.0
4,3,314.75,0.0,394.9,111.59,1,1,1.0
5,1,1.69,48.5,92.08,54.75,1,1,1.0
5,2,97.4,0.0,220.80999999999997,61.8,1,1,1.0
5,3,314.69,0.0,394.8,111.48,1,1,1.0
6,1,0.84,46.1,75.3,53.169999999999995,1,1,1.0
6,2,97.4,0.0,220.80999999999997,61.72,1,1,1.0
6,3,314.62,0.0,394.70000000000005,111.38,1,1,1.0
7,1,0.0,43.7,58.5,51.59,1,1,1.0
7,2,97.4,0.0,220.80999999999997,61.64,1,1,1.0
7,3,314.56,0.0,394.59999999999997,111.27,1,1,1.0
8,1,0.0,43.47,43.83,46.82000000000001,1,1,1.0
8,2,97.4,0.0,220.80999999999997,61.56,1,1,1.0
8,3,314.49,0.0,394.51,111.16,1,1,1.0
9,1,0.0,43.23,29.15,42.07,1,1,1.0
9,2,97.4,0.0,220.80999999999997,61.48,1,1,1.0
9,3,314.43,0.0,394.40000000000003,111.06,1,1,1.0
10,1,0.0,43.0,14.48,37.3,1,1,1.0
10,2,97.4,0.0,220.80999999999997,61.4,1,1,1.0
10,3,314.36,0.0,394.30999999999995,110.95,1,1,1.0
11,2,97.4,0.0,220.80999999999997,61.32,1,1,1.0
11,3,314.3,0.0,394.21,110.84,1,1,1.0
12,2,97.4,0.0,220.80999999999997,61.24,1,1,1.0
12,3,314.23,0.0,394.11,110.74,1,1,1.0
12,4,823.72,169.94,136.27999999999997,91.88999999999999,1,1,1.0
13,2,97.4,0.0,220.80999999999997,61.16,1,1,1.0
13,3,314.17,0.0,394.00999999999993,110.63,1,1,1.0
13,4,781.2,160.4,178.79999999999995,101.79999999999998,1,1,1.0
14,2,97.4,0.0,220.80999999999997,61.08,1,1,1.0
14,3,314.1,0.0,393.91999999999996,110.52,1,1,1.0
14,4,742.67,152.82,217.33000000000004,109.18,1,1,1.0
15,2,97.4,0.0,220.80999999999997,61.0,1,1,1.0
15,3,314.04,0.0,393.81,110.41,1,1,1.0
15,4,704.13,145.23,255.87,116.57000000000002,1,1,1.0
16,2,97.4,0.0,220.80999999999997,60.92,1,1,1.0
16,3,313.97,0.0,393.72,110.31,1,1,1.0
16,4,665.6,137.65,265.29999999999995,110.44999999999999,1,1,1.0
17,2,97.4,0.0,220.80999999999997,60.84,1,1,1.0
17,3,313.91,0.0,393.61999999999995,110.2,1,1,1.0
17,4,627.07,130.07,258.0899999999999,108.39000000000001,1,1,1.0
17,5,0.0,164.78,72.32,105.72,1,1,1.0
18,2,97.4,0.0,220.80999999999997,60.76,1,1,1.0
18,3,313.84,0.0,393.52000000000004,110.09,1,1,1.0
18,4,588.53,122.48,250.89,106.33999999999999,1,1,1.0
18,5,0.0,170.79,96.42,112.23999999999998,1,1,1.0
19,2,97.4,0.0,220.80999999999997,60.68,1,1,1.0
19,3,313.78,0.0,393.4200000000001,109.99,1,1,1.0
19,4,550.0,114.9,243.67999999999995,104.28,1,1,1.0
19,5,0.0,176.81,120.51,118.74000000000001,1,1,1.0
20,2,97.4,0.0,220.80999999999997,60.6,1,1,1.0
20,3,313.71,0.0,393.33,109.88,1,1,1.0
20,4,515.85,106.29,238.25,104.51,1,1,1.0
20,5,0.0,182.83,144.61,125.24999999999997,1,1,1.0
21,2,97.4,0.0,220.80999999999997,60.52,1,1,1.0
21,3,313.65,0.0,393.22,109.77,1,1,1.0
21,4,487.84,102.79,229.53000000000003,99.93999999999998,1,1,1.0
21,5,0.0,188.85,168.7,131.75000000000003,1,1,1.0
22,2,97.4,0.0,220.80999999999997,60.44,1,1,1.0
22,3,313.58,0.0,393.13000000000005,109.67,1,1,1.0
22,4,459.83,99.3,220.82,95.35000000000001,1,1,1.0
22,5,0.0,198.51,196.3,135.09000000000003,1,1,1.0
23,2,97.4,0.0,220.80999999999997,60.36,1,1,1.0
23,3,313.52,0.0,393.03,109.56,1,1,1.0
23,4,431.82,95.8,212.09999999999997,90.78000000000002,1,1,1.0
23,5,11.8,206.99,221.64999999999998,145.61,1,1,1.0
24,2,97.4,0.0,220.80999999999997,60.28,1,1,1.0
24,3,313.45,0.0,392.93,109.45,1,1,1.0
24,4,403.81,92.3,203.39000000000004,86.2,1,1,1.0
24,5,35.4,217.25,230.42,157.22000000000003,1,1,1.0
25,2,97.4,0.0,220.80999999999997,60.2,1,1,1.0
25,3,313.39,0.0,392.83000000000004,109.34,1,1,1.0
25,4,378.67,87.58,194.93,85.3,1,1,1.0
25,5,59.0,227.5,239.2,168.82999999999998,1,1,1.0
26,2,97.4,0.0,220.80999999999997,60.12,1,1,1.0
26,3,313.32,0.0,392.73999999999995,109.24,1,1,1.0
26,4,353.53,82.86,186.47000000000003,84.39999999999999,1,1,1.0
26,5,85.3,238.05,255.95,172.45,1,1,1.0
27,2,97.4,0.0,220.80999999999997,60.04,1,1,1.0
27,3,313.26,0.0,392.63,109.13,1,1,1.0
27,4,332.89,79.7,180.70000000000005,81.18999999999998,1,1,1.0
27,5,111.61,248.6,272.69,185.6,1,1,1.0
28,2,97.4,0.0,220.80999999999997,59.96,1,1,1.0
28,3,313.19,0.0,392.54,109.02,1,1,1.0
28,4,312.25,76.53,174.93,77.97999999999999,1,1,1.0
28,5,141.6,264.86,294.99,197.64,1,1,1.0
29,2,97.4,0.0,220.80999999999997,59.88,1,1,1.0
29,3,313.13,0.0,392.44000000000005,108.92,1,1,1.0
29,4,291.6,73.37,169.16999999999996,74.76999999999998,1,1,1.0
29,5,177.3,281.12,324.34999999999997,202.77999999999997,1,1,1.0
30,2,97.4,0.0,220.80999999999997,59.8,1,1,1.0
30,3,313.06,0.0,392.34,108.81,1,1,1.0
30,4,270.96,70.2,163.40000000000003,71.55999999999999,1,1,1.0
30,5,213.6,293.8,344.79999999999995,226.59999999999997,1,1,1.0
30,6,866.2,174.08,93.79999999999995,78.51999999999998,1,1,1.0
31,2,97.4,0.0,220.80999999999997,59.72,1,1,1.0
31,3,313.0,0.0,392.24,108.7,1,1,1.0
31,4,252.31,66.86,157.63,70.71,1,1,1.0
31,5,260.88,311.26,365.35,228.74,1,1,1.0
31,6,821.6,159.38,138.39999999999998,90.4,1,1,1.0
32,2,97.4,0.0,220.80999999999997,59.64,1,1,1.0
32,3,312.93,0.0,392.14000000000004,108.6,1,1,1.0
32,4,233.66,63.53,151.85999999999999,69.85999999999999,1,1,1.0
32,5,308.15,328.71,385.9200000000001,211.29000000000002,1,1,1.0
32,6,777.0,144.69,183.0,102.27000000000001,1,1,1.0
33,2,97.4,0.0,220.80999999999997,59.56,1,1,1.0
33,3,312.87,0.0,392.03999999999996,108.49,1,1,1.0
33,4,215.01,60.19,146.09000000000003,69.00999999999999,1,1,1.0
33,5,355.43,346.17,406.46999999999997,193.82999999999998,1,1,1.0
33,6,732.4,130.0,227.60000000000002,114.13999999999999,1,1,1.0
34,2,97.4,0.0,220.80999999999997,59.48,1,1,1.0
34,3,312.8,0.0,391.95,108.38,1,1,1.0
34,4,200.19,57.91,141.64999999999998,67.18,1,1,1.0
34,5,413.61,372.13,427.09000000000003,167.87,1,1,1.0
34,6,691.9,124.2,240.30000000000007,108.49999999999999,1,1,1.0
35,2,97.4,0.0,220.80999999999997,59.4,1,1,1.0
35,3,312.74,0.0,391.84000000000003,108.27,1,1,1.0
35,4,185.36,55.64,137.21999999999997,65.33,1,1,1.0
35,5,471.79,398.1,447.71,141.89999999999998,1,1,1.0
35,6,649.3,117.4,234.75,103.85,1,1,1.0
36,2,97.4,0.0,220.80999999999997,59.32,1,1,1.0
36,3,312.67,0.0,391.74999999999994,108.17,1,1,1.0
36,4,170.54,53.36,132.78,63.5,1,1,1.0
